resource_id,resource_category,resource_date,theoretical_capacity_orders,actual_throughput_orders,downtime_minutes,data_source
RES-pathology-01,pathology,2026-06-07,40,207,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-06-07,60,17,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-06-07,30,64,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-06-07,12,152,0,SYNTHETIC
RES-hematology-01,hematology,2026-06-08,240,251,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-06-08,240,248,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-06-08,120,90,0,SYNTHETIC
RES-pathology-01,pathology,2026-06-08,40,132,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-06-08,60,213,90,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-06-08,30,91,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-06-08,12,99,0,SYNTHETIC
RES-hematology-01,hematology,2026-06-09,240,268,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-06-09,240,263,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-06-09,120,180,0,SYNTHETIC
RES-pathology-01,pathology,2026-06-09,40,152,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-06-09,60,259,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-06-09,30,233,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-06-09,12,172,0,SYNTHETIC
RES-hematology-01,hematology,2026-06-10,240,257,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-06-10,240,238,60,SYNTHETIC
RES-microbiology-01,microbiology,2026-06-10,120,223,0,SYNTHETIC
RES-pathology-01,pathology,2026-06-10,40,201,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-06-10,60,273,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-06-10,30,250,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-06-10,12,229,30,SYNTHETIC
RES-hematology-01,hematology,2026-06-11,240,250,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-06-11,240,277,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-06-11,120,246,0,SYNTHETIC
RES-pathology-01,pathology,2026-06-11,40,227,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-06-11,60,252,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-06-11,30,256,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-06-11,12,219,30,SYNTHETIC
RES-hematology-01,hematology,2026-06-12,240,279,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-06-12,240,244,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-06-12,120,274,0,SYNTHETIC
RES-pathology-01,pathology,2026-06-12,40,246,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-06-12,60,267,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-06-12,30,281,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-06-12,12,232,0,SYNTHETIC
RES-hematology-01,hematology,2026-06-13,240,97,0,SYNTHETIC
RES-biochemistry-01,biochemistry,2026-06-13,240,110,0,SYNTHETIC
RES-microbiology-01,microbiology,2026-06-13,120,255,0,SYNTHETIC
RES-pathology-01,pathology,2026-06-13,40,231,0,SYNTHETIC
RES-cardiac_diagnostics-01,cardiac_diagnostics,2026-06-13,60,99,0,SYNTHETIC
RES-pulmonary_function-01,pulmonary_function,2026-06-13,30,214,0,SYNTHETIC
RES-gi_endoscopy-01,gi_endoscopy,2026-06-13,12,243,0,SYNTHETIC
